P@1,HR@1,R@1,NDCG@1,P@2,HR@2,R@2,NDCG@2,P@3,HR@3,R@3,NDCG@3,P@4,HR@4,R@4,NDCG@4,P@5,HR@5,R@5,NDCG@5,P@6,HR@6,R@6,NDCG@6,P@7,HR@7,R@7,NDCG@7,P@8,HR@8,R@8,NDCG@8,P@9,HR@9,R@9,NDCG@9,P@10,HR@10,R@10,NDCG@10,P@11,HR@11,R@11,NDCG@11,P@12,HR@12,R@12,NDCG@12,P@13,HR@13,R@13,NDCG@13,P@14,HR@14,R@14,NDCG@14,P@15,HR@15,R@15,NDCG@15,P@16,HR@16,R@16,NDCG@16,P@17,HR@17,R@17,NDCG@17,P@18,HR@18,R@18,NDCG@18,P@19,HR@19,R@19,NDCG@19,P@20,HR@20,R@20,NDCG@20,method,rerank_failed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.027027027027027,0.1681275362711174,0.2,1.0,0.027027027027027,0.1460683498427064,0.1666666666666666,1.0,0.027027027027027,0.1303237659103706,0.1428571428571428,1.0,0.027027027027027,0.1183827929553629,0.25,1.0,0.054054054054054,0.188731031180204,0.2222222222222222,1.0,0.054054054054054,0.1753772234973747,0.2,1.0,0.054054054054054,0.164219586306328,0.1818181818181818,1.0,0.054054054054054,0.1547208048765395,0.1666666666666666,1.0,0.054054054054054,0.146510791963257,0.1538461538461538,1.0,0.054054054054054,0.1393253224494359,0.2142857142857142,1.0,0.081081081081081,0.1785844435283003,0.2,1.0,0.081081081081081,0.1709674054515295,0.1875,1.0,0.081081081081081,0.1641172124563378,0.1764705882352941,1.0,0.081081081081081,0.1579151126011916,0.1666666666666666,1.0,0.081081081081081,0.1522665207727575,0.1578947368421052,1.0,0.081081081081081,0.147095049505632,0.15,1.0,0.081081081081081,0.1423382469682424,rrf_hop1_llm,
1.0,1.0,0.04,1.0,0.5,1.0,0.04,0.6131471927654584,0.3333333333333333,1.0,0.04,0.4692787260227564,0.25,1.0,0.04,0.3903800499921017,0.2,1.0,0.04,0.3391602052736161,0.1666666666666666,1.0,0.04,0.3026024134988134,0.1428571428571428,1.0,0.04,0.2748763329142908,0.125,1.0,0.04,0.2529427027676571,0.1111111111111111,1.0,0.04,0.2350455494144853,0.1,1.0,0.04,0.2200917662980801,0.0909090909090909,1.0,0.04,0.2073612289146658,0.0833333333333333,1.0,0.04,0.1963579357992892,0.0769230769230769,1.0,0.04,0.1867277649253479,0.0714285714285714,1.0,0.04,0.1782102981946513,0.0666666666666666,1.0,0.04,0.1706092182786047,0.0625,1.0,0.04,0.1637733768567814,0.0588235294117647,1.0,0.04,0.1575842707802296,0.0555555555555555,1.0,0.04,0.1519475130972146,0.0526315789473684,1.0,0.04,0.1467868763787456,0.05,1.0,0.04,0.1420400396336573,rrf_hop1_llm,
1.0,1.0,0.0666666666666666,1.0,1.0,1.0,0.1333333333333333,1.0,1.0,1.0,0.2,1.0,0.75,1.0,0.2,0.8318724637288826,0.6,1.0,0.2,0.7227265726449519,0.5,1.0,0.2,0.644824486427155,0.5714285714285714,1.0,0.2666666666666666,0.6773676006644395,0.625,1.0,0.3333333333333333,0.703111904094716,0.5555555555555556,1.0,0.3333333333333333,0.6533626864484469,0.6,1.0,0.4,0.675416025555764,0.6363636363636364,1.0,0.4666666666666667,0.6941905962279046,0.5833333333333334,1.0,0.4666666666666667,0.657354478655622,0.6153846153846154,1.0,0.5333333333333333,0.674159172116598,0.5714285714285714,1.0,0.5333333333333333,0.6434078356884416,0.5333333333333333,1.0,0.5333333333333333,0.6159650087181581,0.5,1.0,0.5333333333333333,0.6159650087181581,0.5294117647058824,1.0,0.6,0.656879226172811,0.5,1.0,0.6,0.656879226172811,0.4736842105263157,1.0,0.6,0.656879226172811,0.45,1.0,0.6,0.656879226172811,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0526315789473684,0.0797945385624481,0.1111111111111111,1.0,0.0526315789473684,0.0741486152850745,0.1,1.0,0.0526315789473684,0.0694312219367772,0.0909090909090909,1.0,0.0526315789473684,0.0654151845297023,0.0833333333333333,1.0,0.0526315789473684,0.0619440320228228,0.0769230769230769,1.0,0.0526315789473684,0.0589060513546494,0.0714285714285714,1.0,0.0526315789473684,0.0562190897619236,0.0666666666666666,1.0,0.0526315789473684,0.0538212160227695,0.0625,1.0,0.0526315789473684,0.0516647481509072,0.0588235294117647,1.0,0.0526315789473684,0.049712302565054,0.0555555555555555,1.0,0.0526315789473684,0.0479341034971107,0.0526315789473684,1.0,0.0526315789473684,0.0463061038705829,0.05,1.0,0.0526315789473684,0.0463061038705829,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,1.0,0.0357142857142857,0.053063406177558,0.0769230769230769,1.0,0.0357142857142857,0.0504609665737644,0.1428571428571428,1.0,0.0714285714285714,0.093773578010736,0.2,1.0,0.1071428571428571,0.1324262233704874,0.25,1.0,0.1428571428571428,0.1671875148095413,0.2941176470588235,1.0,0.1785714285714285,0.1986600588313201,0.2777777777777778,1.0,0.1785714285714285,0.1915540284681289,0.2631578947368421,1.0,0.1785714285714285,0.1850482243734555,0.25,1.0,0.1785714285714285,0.1790640810171871,rrf_hop1_llm,
1.0,1.0,0.04,1.0,0.5,1.0,0.04,0.6131471927654584,0.6666666666666666,1.0,0.08,0.7039180890341347,0.75,1.0,0.12,0.75369761125927,0.8,1.0,0.16,0.7860137352654724,0.8333333333333334,1.0,0.2,0.8090791338210652,0.7142857142857143,1.0,0.2,0.7349468987069968,0.75,1.0,0.24,0.7560966886192179,0.6666666666666666,1.0,0.24,0.7025984922372751,0.6,1.0,0.24,0.6578986223737446,0.5454545454545454,1.0,0.24,0.619844481832737,0.5,1.0,0.24,0.5869534223263284,0.4615384615384615,1.0,0.24,0.5581669017864865,0.4285714285714285,1.0,0.24,0.5327064780619104,0.4,1.0,0.24,0.5099853191133876,0.375,1.0,0.24,0.4895516121654772,0.3529411764705882,1.0,0.24,0.4710511274359679,0.3333333333333333,1.0,0.24,0.4542017233138359,0.3684210526315789,1.0,0.28,0.4727388258312141,0.35,1.0,0.28,0.4574512600443695,rrf_hop1_llm,
1.0,1.0,0.0263157894736842,1.0,0.5,1.0,0.0263157894736842,0.6131471927654584,0.6666666666666666,1.0,0.0526315789473684,0.7039180890341347,0.5,1.0,0.0526315789473684,0.5855700749881525,0.4,1.0,0.0526315789473684,0.5087403079104241,0.3333333333333333,1.0,0.0526315789473684,0.4539036202482202,0.2857142857142857,1.0,0.0526315789473684,0.4123144993714362,0.375,1.0,0.0789473684210526,0.4592085927139339,0.3333333333333333,1.0,0.0789473684210526,0.4267169394068026,0.3,1.0,0.0789473684210526,0.3995688713838975,0.3636363636363636,1.0,0.1052631578947368,0.4342989799089961,0.3333333333333333,1.0,0.1052631578947368,0.4112535967355859,0.3076923076923077,1.0,0.1052631578947368,0.3910840915257996,0.2857142857142857,1.0,0.1052631578947368,0.373245042577683,0.2666666666666666,1.0,0.1052631578947368,0.3573252813425472,0.25,1.0,0.1052631578947368,0.3430082415957425,0.2352941176470588,1.0,0.1052631578947368,0.330045729415121,0.2222222222222222,1.0,0.1052631578947368,0.3182400600306334,0.2631578947368421,1.0,0.131578947368421,0.3413948672905335,0.25,1.0,0.131578947368421,0.3303547406755502,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.5,1.0,0.0588235294117647,0.3868528072345416,0.6666666666666666,1.0,0.1176470588235294,0.5307212739772434,0.5,1.0,0.1176470588235294,0.4414924137367808,0.4,1.0,0.1176470588235294,0.3835663673713356,0.3333333333333333,1.0,0.1176470588235294,0.3422220729283414,0.2857142857142857,1.0,0.1176470588235294,0.3108658234453849,0.375,1.0,0.1764705882352941,0.365854967071173,0.3333333333333333,1.0,0.1764705882352941,0.3399686205624663,0.3,1.0,0.1764705882352941,0.3183395489593718,0.3636363636363636,1.0,0.2352941176470588,0.357768120053735,0.4166666666666667,1.0,0.2941176470588235,0.3918471311595004,0.3846153846153846,1.0,0.2941176470588235,0.3726293958835149,0.3571428571428571,1.0,0.2941176470588235,0.3556321459909438,0.3333333333333333,1.0,0.2941176470588235,0.3404636153853794,0.3125,1.0,0.2941176470588235,0.3268221761468822,0.2941176470588235,1.0,0.2941176470588235,0.3144713462674238,0.2777777777777778,1.0,0.2941176470588235,0.3144713462674238,0.2631578947368421,1.0,0.2941176470588235,0.3144713462674238,0.3,1.0,0.3529411764705882,0.3503485963866866,rrf_hop1_llm,
1.0,1.0,0.025,1.0,1.0,1.0,0.05,1.0,0.6666666666666666,1.0,0.05,0.7653606369886217,0.75,1.0,0.075,0.8048099750039491,0.6,1.0,0.075,0.6992148198508501,0.5,1.0,0.075,0.6238470455881188,0.5714285714285714,1.0,0.1,0.6583122271626569,0.5,1.0,0.1,0.605782506766195,0.5555555555555556,1.0,0.125,0.6336756653895104,0.5,1.0,0.125,0.5933607200949346,0.5454545454545454,1.0,0.15,0.6168815298074846,0.5,1.0,0.15,0.5841476946278765,0.5384615384615384,1.0,0.175,0.6045427387230105,0.5,1.0,0.175,0.5769669110660145,0.4666666666666667,1.0,0.175,0.552357942648616,0.4375,1.0,0.175,0.5302264813938988,0.4117647058823529,1.0,0.175,0.5101888659955586,0.3888888888888889,1.0,0.175,0.4919395128339106,0.3684210526315789,1.0,0.175,0.4752316308722479,0.4,1.0,0.2,0.4922017431785301,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0294117647058823,0.2346393630113782,0.25,1.0,0.0294117647058823,0.1951900249960508,0.2,1.0,0.0294117647058823,0.169580102636808,0.3333333333333333,1.0,0.0588235294117647,0.2590903612739176,0.2857142857142857,1.0,0.0588235294117647,0.2353510918071132,0.25,1.0,0.0588235294117647,0.2165713600361962,0.3333333333333333,1.0,0.088235294117647,0.2720034494275167,0.3,1.0,0.088235294117647,0.2546983755821044,0.3636363636363636,1.0,0.1176470588235294,0.2978080763726434,0.3333333333333333,1.0,0.1176470588235294,0.2820053654531246,0.3076923076923077,1.0,0.1176470588235294,0.2681747054106508,0.2857142857142857,1.0,0.1176470588235294,0.2559420889475192,0.2666666666666666,1.0,0.1176470588235294,0.2450255690175369,0.25,1.0,0.1176470588235294,0.2352080694064625,0.2352941176470588,1.0,0.1176470588235294,0.226319398246616,0.2222222222222222,1.0,0.1176470588235294,0.2182239988735334,0.2105263157894736,1.0,0.1176470588235294,0.2108123949684574,0.2,1.0,0.1176470588235294,0.2039950823622928,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0217391304347826,0.1681275362711174,0.2,1.0,0.0217391304347826,0.1460683498427064,0.3333333333333333,1.0,0.0434782608695652,0.2381129204348815,0.2857142857142857,1.0,0.0434782608695652,0.2162957183053307,0.25,1.0,0.0434782608695652,0.1990365012701235,0.2222222222222222,1.0,0.0434782608695652,0.1849535222114936,0.2,1.0,0.0434782608695652,0.1731866333482261,0.1818181818181818,1.0,0.0434782608695652,0.163169180413793,0.1666666666666666,1.0,0.0434782608695652,0.1545108679178366,0.1538461538461538,1.0,0.0434782608695652,0.1469330429938127,0.1428571428571428,1.0,0.0434782608695652,0.140230786873304,0.1333333333333333,1.0,0.0434782608695652,0.134249620641542,0.125,1.0,0.0434782608695652,0.1288706081420714,0.1176470588235294,1.0,0.0434782608695652,0.1240005011732293,0.1111111111111111,1.0,0.0434782608695652,0.1195650281769384,0.1052631578947368,1.0,0.0434782608695652,0.1155042070283887,0.1,1.0,0.0434782608695652,0.1117689983526489,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.5,1.0,0.0416666666666666,0.3868528072345416,0.6666666666666666,1.0,0.0833333333333333,0.5307212739772434,0.5,1.0,0.0833333333333333,0.4414924137367808,0.4,1.0,0.0833333333333333,0.3835663673713356,0.5,1.0,0.125,0.4500112274528523,0.5714285714285714,1.0,0.1666666666666666,0.5004041931001163,0.5,1.0,0.1666666666666666,0.4604746714169782,0.5555555555555556,1.0,0.2083333333333333,0.4986491964691609,0.5,1.0,0.2083333333333333,0.4669247415550189,0.4545454545454545,1.0,0.2083333333333333,0.4399169030629749,0.4166666666666667,1.0,0.2083333333333333,0.4165734137513708,0.4615384615384615,1.0,0.25,0.4451869642814478,0.4285714285714285,1.0,0.25,0.4248800476387995,0.4,1.0,0.25,0.4067579344413415,0.375,1.0,0.25,0.3904602644504457,0.3529411764705882,1.0,0.25,0.3757045084066807,0.3333333333333333,1.0,0.25,0.3622656336775004,0.3157894736842105,1.0,0.25,0.3499619026529626,0.35,1.0,0.2916666666666667,0.3709830239024709,rrf_hop1_llm,
1.0,1.0,0.0333333333333333,1.0,1.0,1.0,0.0666666666666666,1.0,1.0,1.0,0.1,1.0,0.75,1.0,0.1,0.8318724637288826,0.8,1.0,0.1333333333333333,0.8539316501572937,0.8333333333333334,1.0,0.1666666666666666,0.8696762340896295,0.8571428571428571,1.0,0.2,0.8816172070446371,0.875,1.0,0.2333333333333333,0.8910635073822442,0.7777777777777778,1.0,0.2333333333333333,0.8280156310666192,0.7,1.0,0.2333333333333333,0.7753366239771086,0.6363636363636364,1.0,0.2333333333333333,0.7304896401835265,0.5833333333333334,1.0,0.2333333333333333,0.6917273716979697,0.6153846153846154,1.0,0.2666666666666666,0.7068462823456253,0.6428571428571429,1.0,0.3,0.7202183003639389,0.6666666666666666,1.0,0.3333333333333333,0.7321516346298308,0.625,1.0,0.3333333333333333,0.7028163353912791,0.5882352941176471,1.0,0.3333333333333333,0.6762564333146804,0.6111111111111112,1.0,0.3666666666666666,0.687836675605392,0.5789473684210527,1.0,0.3666666666666666,0.6644754824401717,0.55,1.0,0.3666666666666666,0.6429874808281012,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.05,0.2346393630113782,0.25,1.0,0.05,0.1951900249960508,0.2,1.0,0.05,0.169580102636808,0.3333333333333333,1.0,0.1,0.2590903612739176,0.4285714285714285,1.0,0.15,0.3269765361118768,0.375,1.0,0.15,0.3008855942920819,0.3333333333333333,1.0,0.15,0.2795962051779312,0.3,1.0,0.15,0.2618080742270754,0.3636363636363636,1.0,0.2,0.3045065361698057,0.3333333333333333,1.0,0.2,0.288348382157306,0.3846153846153846,1.0,0.25,0.3232505960894548,0.3571428571428571,1.0,0.25,0.3085057283459217,0.3333333333333333,1.0,0.25,0.2953472480590294,0.3125,1.0,0.25,0.2835134973832218,0.2941176470588235,1.0,0.25,0.2727993316066109,0.2777777777777778,1.0,0.25,0.2630413543621724,0.2631578947368421,1.0,0.25,0.254107605831989,0.25,1.0,0.25,0.2458902000915917,rrf_hop1_llm,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0666666666666666,0.1681275362711174,0.2,1.0,0.0666666666666666,0.1460683498427064,0.3333333333333333,1.0,0.1333333333333333,0.2381129204348815,0.2857142857142857,1.0,0.1333333333333333,0.2162957183053307,0.25,1.0,0.1333333333333333,0.1990365012701235,0.2222222222222222,1.0,0.1333333333333333,0.1849535222114936,0.2,1.0,0.1333333333333333,0.1731866333482261,0.1818181818181818,1.0,0.1333333333333333,0.163169180413793,0.1666666666666666,1.0,0.1333333333333333,0.1545108679178366,0.1538461538461538,1.0,0.1333333333333333,0.1469330429938127,0.1428571428571428,1.0,0.1333333333333333,0.140230786873304,0.1333333333333333,1.0,0.1333333333333333,0.134249620641542,0.125,1.0,0.1333333333333333,0.134249620641542,0.1176470588235294,1.0,0.1333333333333333,0.134249620641542,0.1111111111111111,1.0,0.1333333333333333,0.134249620641542,0.1578947368421052,1.0,0.2,0.1737248767154289,0.15,1.0,0.2,0.1737248767154289,rrf_hop1_llm,
