pid,title,year,hop,sim,src,source,abstract,authors
1967127022,Context-aware filtering for collaborative web systems: adapting the awareness information to the user's context,2005,0,69.94595336914062,bm25,recall,"We propose a context-based filtering process which aims at adapting the awareness information delivered to mobile users by collaborative web systems. This filtering process relies on a model of context which integrates both a physical and an organizational dimensions and allows to represent the useru0027s current context as well as general profiles. These profiles are descriptions of useru0027s potential contexts and express the awareness information filtering rules to apply when the useru0027s current context matches one of them. These rules reflect the useru0027s preferences given a context. We describe how the filtering process performs in two steps, one for identifying the general profiles that apply, and a second for selecting the awareness information. We also discuss the patterns matching algorithms used in the filtering process to compare the contexts descriptions.","[{'name': 'Manuele Kirsch-Pinheiro', 'org': 'LSR Laboratory - IMAG, France', 'id': 2111662535}, {'name': 'Marlène Villanova-Oliver', 'org': 'LSR Laboratory - IMAG, France', 'id': 2003846454}, {'name': 'Jérôme Gensel', 'org': 'LSR Laboratory - IMAG, France', 'id': 1991503983}, {'name': 'Hervé Martin', 'org': 'LSR Laboratory - IMAG, France', 'id': 2462711942}]"
2923779212,Selective Attention for Context-aware Neural Machine Translation,2019,0,69.8919677734375,bm25,recall,"Despite the progress made in sentence-level NMT, current systems still fall short at achieving fluent, good quality translation for a full document. Recent works in context-aware NMT consider only a few previous sentences as context and may not scale to entire documents. To this end, we propose a novel and scalable top-down approach to hierarchical attention for context-aware NMT which uses sparse attention to selectively focus on relevant sentences in the document context and then attends to key words in those sentences. We also propose single-level attention approaches based on sentence or word-level information in the context. The document-level context representation, produced from these attention modules, is integrated into the encoder or decoder of the Transformer model depending on whether we use monolingual or bilingual context. Our experiments and evaluation on English-German datasets in different document MT settings show that our selective attention approach not only significantly outperforms context-agnostic baselines but also surpasses context-aware baselines in most cases.","[{'name': 'Sameen Maruf', 'id': 2767938850}, {'name': 'André F. T. Martins', 'id': 2121178374}, {'name': 'Gholamreza Haffari', 'id': 1432492132}]"
2106378965,Using context-aware crossover to improve the performance of GP,2006,0,69.82539367675781,bm25,recall,"This paper describes the use of a recently introduced crossover operator for GP, context-aware crossover. Given a randomly selected subtree from one parent, context-aware crossover will always find the best location to place the subtree in the other parent.We examine the performance of GP when context-aware crossover is used as an extra crossover operator, and show that standard crossover is far more destructive, and that performance is better when only context-aware crossover is used.There is still a place for standard crossover, however, and results suggest that using standard crossover in the initial part of the run and then switching to context-aware crossover yields the best performance.We show that, across a range of standard GP benchmark problems, context-aware crossover produces a higher best fitness as well as a higher mean fitness, and even manages to solve the 11-bit multiplexer problem without ADFs. Furthermore, the individuals produced this way are much smaller than standard GP, and far fewer individual evaluations are required, so GP achieves a higher fitness by evaluating fewer and smaller individuals.","[{'name': 'Hammad Majeed', 'org': 'University of Limerick\u2028Ireland', 'id': 2071058339}, {'name': 'Conor Ryan', 'org': 'University of Limerick\u2028Ireland', 'id': 2118252332}]"
1569889253,Using categorial Context-SHOIQ(D+) DL to migrate between the context-aware scenes,2006,0,69.76648712158203,bm25,recall,"An important issue in semantic web ontology application is how to improve ontological evolvement to fit the semantics of the unceasingly changing context. This paper presents a context-based formalism- Context-SHOIQ(D+) DL which is under the frame of SHOIQ(D+) DL, a kind of description logic, from the category theory point of view. The core part of the proposed formalism is a categorial context based on the SHOIQ(D+) DL, that captures and explicitly represents the information about contexts. Additionally, this paper presents some meta languages about reasoning and knowledge representation, finally discusses context-aware migration between different scenes with the categorial Context-SHOIQ(D+)DL.","[{'name': 'Ruliang Xiao', 'org': 'State-Key Lab. of Software Eng., Wuhan Univ., WuHan, China', 'id': 2193818956}, {'name': 'Shengqun Tang', 'org': 'State-Key Lab. of Software Eng., Wuhan Univ., WuHan, China', 'id': 2715642699}, {'name': 'Ling Li', 'org': 'State-Key Lab. of Software Eng., Wuhan Univ., WuHan, China', 'id': 2590483457}, {'name': 'Lina Fang', 'org': 'State-Key Lab. of Software Eng., Wuhan Univ., WuHan, China', 'id': 2159617063}, {'name': 'Youwei Xu', 'org': 'State-Key Lab. of Software Eng., Wuhan Univ., WuHan, China', 'id': 2100762296}, {'name': 'Yang Xu', 'org': 'State-Key Lab. of Software Eng., Wuhan Univ., WuHan, China', 'id': 2608216801}]"
2015756376,The role of attention in the affordance effect: can we afford to ignore it?,2012,0,69.6510238647461,bm25,recall,"It has been established that the task-irrelevant orientation of an object’s graspable handle produces a stimulus–response compatibility effect, resulting in faster reaction times when the location of the response corresponds to that of the object’s handle. There is ongoing debate whether to attribute this affordance effect to motoric or to attentional components. In an attempt to reconcile these two viewpoints, we employed a novel experimental approach for investigating the relationship between attention and affordance. Using 3-D positional sound, auditory spatial attention was manipulated in order to explore its effects on affordance. Subjects were presented images of everyday graspable objects and had to respond bimanually (left or right) whether the object (featuring a leftward or rightward handle) was presented upright or upside-down. Prior to each affording object, sound localization cues were manipulated so as to orient auditory attention to the left, or to the right of the interaural axis (control). We obtained a peculiar pattern of results, which not only appears to provide support for an attention-shift account of affordance but does so in a cross-modal context.","[{'name': 'Kiril Kostov', 'org': 'New Bulgarian University', 'id': 2483209758}, {'name': 'Armina Janyan', 'org': 'New Bulgarian University', 'id': 117228001}]"
1867403257,The Dilated Triple,2010,0,69.54215240478516,bm25,recall,"The basic unit of meaning on the Semantic Web is the RDF statement, or triple, which combines a distinct subject, predicate and object to make a definite assertion about the world. A set of triples constitutes a graph, to which they give a collective meaning. It is upon this simple foundation that the rich, complex knowledge structures of the Semantic Web are built. Yet the very expressiveness of RDF, by inviting comparison with real-world knowledge, highlights a fundamental shortcoming, in that RDF is limited to statements of absolute fact, independent of the context in which a statement is asserted. This is in stark contrast with the thoroughly context-sensitive nature of human thought. The model presented here provides a particularly simple means of contextualizing an RDF triple by associating it with related statements in the same graph. This approach, in combination with a notion of graph similarity, is sufficient to select only those statements from an RDF graph which are subjectively most relevant to the context of the requesting process.","[{'name': 'Marko A. Rodriguez', 'org': 'Los\xa0Alamos National Laboratory', 'id': 2131672109}, {'name': 'Alberto Pepe', 'org': 'University of California at Los Angeles', 'id': 2042229455}, {'name': 'Joshua Shinavier', 'org': 'Knowledge Reef Systems Inc.', 'id': 183065786}]"
1526648238,The Semantic Binary Relationship Model of information,1984,0,69.39051055908203,bm25,recall,"The Semantic Binary Relationship Model (SBRM) is a first-order formalism which combines an organisationally simple basis (i.e. binary relationships) with the capabilities of semantic networks and logical integrity and deduction rules. The aim is to permit the efficient modelling of practical enterprises In a DBMS context, whilst accommodating the requirements of knowledge-based systems. The theoretical foundations of the SBRM are described, with particular attention to inheritance hierarchies and rule representation. The low-level unit of SBRM information is the triple. A 4Mbyte associatively-accessed triple store is being constructed, and will form the heart of a smart information machine based on the SBRM.","[{'name': 'M. Azmoodeh', 'org': 'Univ. of Essex,Colchester,England', 'id': 1925195417}, {'name': 'S. H. Lavington', 'org': 'University of Manchester, Manchester, England', 'id': 100025731}, {'name': 'M. Standring', 'org': 'University of Manchester, Manchester, England', 'id': 2974222202}]"
2118112512,The Cartesian approach to context,2010,0,69.01443481445312,bm25,recall,"We present a new approach for context-oriented programming in which the context is represented by a set of (dimension, value) pairs. This tuple parameterizes the environment, and it can be referred to either as a single entity or as a composed entity, parts of which can independently be accessed. The context is also an index into any programmable entity, in our model the hyperdatons, which are in turn, arbitrary-dimensional arrays of arbitrary extent.   The context may have privileged dimensions and one such dimension is time, which has as well a physical interpretation. The importance of this dimension relies on the fact that its proper handling will allow the control of software evolution, of systems, and of system instances or views; partial changes or updates to specific parts of a system; and synchronous communications between heterogenous components or even systems. In fact, it is our tool to create synchronous Cartesian systems, essential for context-aware distributed systems.   The implementation of a Cartesian distributed system may rely on the behavior of several subsystems, all running on an internal clock necessarily infinitely faster than the external one, since a bunch of tasks in a subsystem, corresponds to one tick of the system. These subsystems all run with respect to a shared context called an aether, which facilitates communication by broadcasting between systems at possibly different levels. The aether in this case is an active context.","[{'name': 'John Plaice', 'org': 'The Univ. of New South Wales (Australia)', 'id': 2075546996}, {'name': 'Blanca Mancilla', 'org': 'The Univ. of New South Wales (Australia)', 'id': 2125621221}]"
1997848731,A Generic Context Interpreter for Pervasive Context-Aware Systems,2011,0,68.91265106201172,bm25,recall,"Developing pervasive context-aware systems to construct smart space applications has attracted much attention from researchers in recent decade. Although many different kinds of context-aware computing paradigms were built of late years, it is still a challenge for researchers to extend an existing system to different application domains and interoperate with other service systems due to heterogeneity among systems This paper proposes a generic context interpreter to overcome the dependency between context and hardware devices. The proposed generic context interpreter contains two modules: the context interpreter generator and the generic interpreter. The context interpreter generator imports sensor data from sensor devices as an XML schema and produces interpretation scripts instead of interpretation widgets. The generic interpreter generates the semantic context for context-aware applications. A context editor is also designed by employing schema matching algorithms for supporting context mapping between devices and context model.","[{'name': 'Been-Chian Chien', 'org': 'National University of Tainan Taiwan', 'id': 2025972543}, {'name': 'Shiang-Yi He', 'org': 'National University of Tainan Taiwan', 'id': 2789936063}]"
1595298913,Designing the context matching engine for evaluating and selecting context information sources,2005,0,68.46089935302734,bm25,recall,"The easy creation of context-aware services requires the support of management facilities that provide ways to more easily acquire, represent and distribute context information. This paper claims that the quality level of a context-aware service determines the context information to be obtained. On the other hand, using context data produced by unsteady sources may affect the usersu0027 satisfaction. In this perspective, we introduce the Context Matching Engine that trades off the cost, the user preferences and the quality of the available context information in order to discover the best context sources for each customized context-aware service. According to the proposed approach, there is no need for the services to know beforehand the context providers to retrieve information, but the evaluation and the quality-aware selection of the context information on context request are envisioned. Finally, it allows services to be ported easily to environments with different set of context sources.","[{'name': 'Maria Chantzara', 'org': 'Computer Networks Laboratory, School of Electrical & Computer Engineering, National Technical University of Athens (NTUA), Athens, Greece', 'id': 2028224364}, {'name': 'Miltiades Anagnostou', 'org': 'Computer Networks Laboratory, School of Electrical & Computer Engineering, National Technical University of Athens (NTUA), Athens, Greece', 'id': 2241819371}]"
1985951810,There is more to context than location,1999,0,68.21803283691406,bm25,recall,"Abstract   Context is a key issue in interaction between human and computer, describing the surrounding facts that add meaning. In mobile computing location is usually used to approximate context and to implement context-aware applications. We propose that ultra-mobile computing, characterized by devices that are operational and operated while on the move (e.g. PDAs, mobile phones, wearable computers), can significantly benefit from a wider notion of context. To structure the field we introduce a working model for context, discuss mechanisms to acquire context beyond location, and application of context-awareness in ultra-mobile computing. We investigate the utility of sensors for context-awareness and present two prototypical implementations — a light-sensitive display and an orientation-aware PDA interface. The concept is then extended to a model for sensor fusion to enable more sophisticated context recognition. Based on an implementation of the model an experiment is described and the feasibility of the approach is demonstrated. Further, we explore fusion of sensors for acquisition of information on more sophisticated contexts.","[{'name': 'Albrecht Schmidt', 'org': 'Telecooperation Office (TecO), University of Karlsruhe, Vincenz-Priessnitz-Str. 1, 76131 Karlsruhe, Germany', 'id': 2688824889}, {'name': 'Michael Beigl', 'org': 'Telecooperation Office (TecO), University of Karlsruhe, Vincenz-Priessnitz-Str. 1, 76131 Karlsruhe, Germany', 'id': 673846798}, {'name': 'Hans-Werner Gellersen', 'org': 'Telecooperation Office (TecO), University of Karlsruhe, Vincenz-Priessnitz-Str. 1, 76131 Karlsruhe, Germany', 'id': 2158882570}]"
2783417290,The Ordered-triple Theory of Language: Its History and the Current Context,2017,0,68.02293395996094,bm25,recall,"In this paper, we recall the historical perspectives of the Ordered-Triple Theory of Language (OTT) whose authors are Materna, Pala and Svoboda. The Ordered-Triple Theory, as the title suggests captures three fundamental components of a language system, i.e. syntax, semantics and pragmatics, and is fully comparable with similar linguistic theories. It became a starting point for further interconnection of logic, linguistics and informatics thanks to the intensive mutual cooperation of Pala and Materna at the newly established Faculty of Informatics from 1995. We show the subsequent milestones related to OTT and its realisation by means of the transparent intensional logic (TIL) in relation to the natural language processing (primarily Czech).","[{'name': 'Aleš Horák', 'id': 1831577790}, {'name': 'Karel Pala', 'id': 1534150975}]"
2012745463,Enabling Context-Aware Agents to Understand Semantic Resources on The WWWand The Semantic Web,2004,0,67.247314453125,bm25,recall,"Six years after Tim Berners-Lee and his colleagues drew the vision of the Semantic Web (SW) in 1998, the SW is very likely to take off in the near future based on a set of specifications such as the Resource Description Framework (RDF) and the Web Ontology Language (OWL). As a natural result, people will see the coexistence of the WWW and the SW for a certain long time. Under this situation, how to bridge the gap between the WWW and the SW will become an inevitable issue. In this paper, we present a context-aware approach on enabling agents to understand semantic resources on the two webs. The basic idea of this approach is to structure user-centred contextual information to facilitate agent-based (inter)operations on the network. Based on this idea, we design a Knowledge Interoperation Reference Model (KIRM) to address the interoperation issue at the global level. To demonstrate how agents understand semantic resources in a context-aware manner in real practices, we develop a news aggregation system based on RDF Site Summary / Really Simple Syndication (RSS) using agents. Considering the fact that RSS format set is a combination of XML and RDF, the success of agent understanding of RSS content under specific semantic contexts shows the possibility of extending and applying the context-aware approach in other semantic-based applications on both the WWW and the SW in the future.","[{'name': 'Weihong Huang', 'org': 'The University of Hull, UK#TAB#', 'id': 2693708713}, {'name': 'David Webster', 'org': 'The University of Hull, UK#TAB#', 'id': 2145303870}]"
339021734,How to Identify the Relevant Elements of “Context” in Context-Aware Information Systems?,2014,0,67.19999694824219,bm25,recall,"Context-awareness is a feature of more and more applications, which adds further requirements to be taken into account in the implementation process. Though accepted approaches for software development exist, no accepted way for the inclusion of context has been established yet. An essential part of developing context based systems is to analyze and conceptualize the elements of the specific context required for the application under development, including their dependencies and mechanism of use. This activity of context modeling forms an important part of the system’s specification, since it identifies relevant aspects of the application environment in a representation adequate for the modeling purpose. Within this paper we aim at closing this gap by introducing an approach for context modeling for the utilization in context-aware applications, providing a structure guiding through the process and illustrating it by examples as a reference for further projects.","[{'name': 'Kurt Sandkuhl', 'org': 'University of Rostock#TAB#', 'id': 2805948534}, {'name': 'Ulrike Borchardt', 'org': 'University of Rostock#TAB#', 'id': 1916008951}]"
1542346294,A genetic context interpreter for context-aware systems in pervasive computing environments,2010,0,67.1748275756836,bm25,recall,"Developing context-aware applications in pervasive computing environments has attracted much attention from researchers in recent decade Although dozens of context-aware computing paradigms were built these years, it is difficult for the present systems to extend the application domains and interoperate with other service systems due to the problem of heterogeneity among systems In this paper, we propose and construct a generic context interpreter to overcome the dependence problem between context and hardware devices based on the proposed context-aware (CADBA) architecture The idea of the context generic interpreter imports sensor data from sensor devices as an XML schema Instead of interpretation widgets, interpretation scripts are produced by a context generator and a generic context interpreter is used to provide the semantic context for context-aware applications A context editor is also designed by employing schema matching schemes for supporting intelligent context mapping between devices and context model.","[{'name': 'Been-Chian Chien', 'org': 'Department of Computer Science and Information Engineering, National University of Tainan, Tainan, Taiwan, R.O.C#TAB#', 'id': 2025972543}, {'name': 'Shiang-Yi He', 'org': 'Department of Computer Science and Information Engineering, National University of Tainan, Tainan, Taiwan, R.O.C#TAB#', 'id': 2789936063}]"
1484959214,An investigation into a universal context model to support context-aware applications,2006,0,66.76506805419922,bm25,recall,"If a mobile device is to offer rich context-aware behaviour it must have a good knowledge of the world around us This paper explores the concept of universal context model, able to represent any form of context information and therefore be an enabler to the full spectrum of context-aware applications It explores how such a model may accurately represent – as far as practically possible – the multitude of different objects we encounter in our surrounding environment and their many states and interrelationships Three key propositions are that the context model should be of an object-oriented nature, that location is most appropriately and flexibly represented as a relationship between two objects rather than being considered as a special type of object unto itself, and finally, that objects may be coupled with observer-dependent validity rules that determine if the object is visible within the model.","[{'name': 'Jason Pascoe', 'org': 'Information Systems Department, University of Minho, Guimarães, Portugal#TAB#', 'id': 2303880464}, {'name': 'Helena Rodrigues', 'org': 'Information Systems Department, University of Minho, Guimarães, Portugal#TAB#', 'id': 2117989789}, {'name': 'César Ariza', 'org': 'Information Systems Department, University of Minho, Guimarães, Portugal#TAB#', 'id': 2333644741}]"
